54	7276	4715	7266	4708	7266	4708	12.206555615733702	12.206555615733702	0.0	11
54	7276	4715	7266	4708	7266	4708	12.206555615733702	12.206555615733702	0.0	11
54	7276	4715	7266	4708	7266	4708	12.206555615733702	12.206555615733702	0.0	11
54	7276	4715	7266	4708	7266	4708	12.206555615733702	12.206555615733702	0.0	11
54	7276	4715	7266	4708	7266	4708	12.206555615733702	12.206555615733702	0.0	11
54	7276	4715	7266	4708	7266	4708	12.206555615733702	12.206555615733702	0.0	11
54	7276	4715	7266	4708	7266	4708	12.206555615733702	12.206555615733702	0.0	11
54	7276	4715	7266	4708	7266	4708	12.206555615733702	12.206555615733702	0.0	11
54	7276	4715	7266	4708	7266	4708	12.206555615733702	12.206555615733702	0.0	11
81	6194	5740	6208	5741	6208	5741	14.035668847618199	14.035668847618199	0.0	14
81	6194	5740	6208	5741	6208	5741	14.035668847618199	14.035668847618199	0.0	14
81	6194	5740	6208	5741	6208	5741	14.035668847618199	14.035668847618199	0.0	14
81	6194	5740	6208	5741	6208	5741	14.035668847618199	14.035668847618199	0.0	14
81	6194	5740	6208	5741	6208	5741	14.035668847618199	14.035668847618199	0.0	14
81	6194	5740	6208	5741	6208	5741	14.035668847618199	14.035668847618199	0.0	14
81	6194	5740	6208	5741	6208	5741	14.035668847618199	14.035668847618199	0.0	14
81	6194	5740	6208	5741	6208	5741	14.035668847618199	14.035668847618199	0.0	14
81	6194	5740	6208	5741	6208	5741	14.035668847618199	14.035668847618199	0.0	14
610	10249	2370	10258	2363	10258	2363	11.40175425099138	11.40175425099138	0.0	13
610	10249	2370	10258	2363	10258	2363	11.40175425099138	11.40175425099138	0.0	13
610	10249	2370	10258	2363	10258	2363	11.40175425099138	11.40175425099138	0.0	13
610	10249	2370	10258	2363	10258	2363	11.40175425099138	11.40175425099138	0.0	13
610	10249	2370	10258	2363	10258	2363	11.40175425099138	11.40175425099138	0.0	13
610	10249	2370	10258	2363	10258	2363	11.40175425099138	11.40175425099138	0.0	13
610	10249	2370	10258	2363	10258	2363	11.40175425099138	11.40175425099138	0.0	13
610	10249	2370	10258	2363	10258	2363	11.40175425099138	11.40175425099138	0.0	13
610	10249	2370	10258	2363	10258	2363	11.40175425099138	11.40175425099138	0.0	13
741	7029	4455	7028	4441	7028	4441	14.035668847618199	14.035668847618199	0.0	14
741	7029	4455	7028	4441	7028	4441	14.035668847618199	14.035668847618199	0.0	14
741	7029	4455	7028	4441	7028	4441	14.035668847618199	14.035668847618199	0.0	14
741	7029	4455	7028	4441	7028	4441	14.035668847618199	14.035668847618199	0.0	14
741	7029	4455	7028	4441	7028	4441	14.035668847618199	14.035668847618199	0.0	14
741	7029	4455	7028	4441	7028	4441	14.035668847618199	14.035668847618199	0.0	14
741	7029	4455	7028	4441	7028	4441	14.035668847618199	14.035668847618199	0.0	14
741	7029	4455	7028	4441	7028	4441	14.035668847618199	14.035668847618199	0.0	14
741	7029	4455	7028	4441	7028	4441	14.035668847618199	14.035668847618199	0.0	14
1207	7528	4411	7537	4422	7537	4422	14.212670403551895	14.212670403551895	0.0	14
1207	7528	4411	7537	4422	7537	4422	14.212670403551895	14.212670403551895	0.0	14
1207	7528	4411	7537	4422	7537	4422	14.212670403551895	14.212670403551895	0.0	14
1207	7528	4411	7537	4422	7537	4422	14.212670403551895	14.212670403551895	0.0	14
1207	7528	4411	7537	4422	7537	4422	14.212670403551895	14.212670403551895	0.0	14
1207	7528	4411	7537	4422	7537	4422	14.212670403551895	14.212670403551895	0.0	14
1207	7528	4411	7537	4422	7537	4422	14.212670403551895	14.212670403551895	0.0	14
1207	7528	4411	7537	4422	7537	4422	14.212670403551895	14.212670403551895	0.0	14
1207	7528	4411	7537	4422	7537	4422	14.212670403551895	14.212670403551895	0.0	14
1788	11277	3407	11286	3411	11286	3411	9.848857801796104	9.848857801796104	0.0	11
1788	11277	3407	11286	3411	11286	3411	9.848857801796104	9.848857801796104	0.0	11
1788	11277	3407	11286	3411	11286	3411	9.848857801796104	9.848857801796104	0.0	11
1788	11277	3407	11286	3411	11286	3411	9.848857801796104	9.848857801796104	0.0	11
1788	11277	3407	11286	3411	11286	3411	9.848857801796104	9.848857801796104	0.0	11
1788	11277	3407	11286	3411	11286	3411	9.848857801796104	9.848857801796104	0.0	11
1788	11277	3407	11286	3411	11286	3411	9.848857801796104	9.848857801796104	0.0	11
1788	11277	3407	11286	3411	11286	3411	9.848857801796104	9.848857801796104	0.0	11
1788	11277	3407	11286	3411	11286	3411	9.848857801796104	9.848857801796104	0.0	11
2288	8484	4428	8476	4428	8476	4428	8.0	8.0	0.0	7
2288	8484	4428	8476	4428	8476	4428	8.0	8.0	0.0	7
2288	8484	4428	8476	4428	8476	4428	8.0	8.0	0.0	7
2288	8484	4428	8476	4428	8476	4428	8.0	8.0	0.0	7
2288	8484	4428	8476	4428	8476	4428	8.0	8.0	0.0	7
2288	8484	4428	8476	4428	8476	4428	8.0	8.0	0.0	7
2288	8484	4428	8476	4428	8476	4428	8.0	8.0	0.0	7
2288	8484	4428	8476	4428	8476	4428	8.0	8.0	0.0	7
2288	8484	4428	8476	4428	8476	4428	8.0	8.0	0.0	7
2886	7278	4736	7290	4744	7290	4744	14.422205101855956	14.422205101855956	0.0	14
2886	7278	4736	7290	4744	7290	4744	14.422205101855956	14.422205101855956	0.0	14
2886	7278	4736	7290	4744	7290	4744	14.422205101855956	14.422205101855956	0.0	14
2886	7278	4736	7290	4744	7290	4744	14.422205101855956	14.422205101855956	0.0	14
2886	7278	4736	7290	4744	7290	4744	14.422205101855956	14.422205101855956	0.0	14
2886	7278	4736	7290	4744	7290	4744	14.422205101855956	14.422205101855956	0.0	14
2886	7278	4736	7290	4744	7290	4744	14.422205101855956	14.422205101855956	0.0	14
2886	7278	4736	7290	4744	7290	4744	14.422205101855956	14.422205101855956	0.0	14
2886	7278	4736	7290	4744	7290	4744	14.422205101855956	14.422205101855956	0.0	14
402	7958	5719	7954	5710	7954	5710	9.848857801796104	9.848857801796104	0.0	8
402	7958	5719	7954	5710	7954	5710	9.848857801796104	9.848857801796104	0.0	8
402	7958	5719	7954	5710	7954	5710	9.848857801796104	9.848857801796104	0.0	8
402	7958	5719	7954	5710	7954	5710	9.848857801796104	9.848857801796104	0.0	8
402	7958	5719	7954	5710	7954	5710	9.848857801796104	9.848857801796104	0.0	8
402	7958	5719	7954	5710	7954	5710	9.848857801796104	9.848857801796104	0.0	8
402	7958	5719	7954	5710	7954	5710	9.848857801796104	9.848857801796104	0.0	8
402	7958	5719	7954	5710	7954	5710	9.848857801796104	9.848857801796104	0.0	8
402	7958	5719	7954	5710	7954	5710	9.848857801796104	9.848857801796104	0.0	8
898	7025	4447	7025	4433	7025	4433	14.0	14.0	0.0	14
898	7025	4447	7025	4433	7025	4433	14.0	14.0	0.0	14
898	7025	4447	7025	4433	7025	4433	14.0	14.0	0.0	14
898	7025	4447	7025	4433	7025	4433	14.0	14.0	0.0	14
898	7025	4447	7025	4433	7025	4433	14.0	14.0	0.0	14
898	7025	4447	7025	4433	7025	4433	14.0	14.0	0.0	14
898	7025	4447	7025	4433	7025	4433	14.0	14.0	0.0	14
898	7025	4447	7025	4433	7025	4433	14.0	14.0	0.0	14
898	7025	4447	7025	4433	7025	4433	14.0	14.0	0.0	14
