5781	5705	22000.0	0.0	22000.0
6223	5741	104000.0	100534.21985217641	204534.2198521764
7028	4428	765000.0	96726.09562433657	861726.0956243365
7546	4433	1231000.0	100125.15053042414	1331125.1505304242
8972	3859	1454000.0	100125.15053042414	1554125.1505304242
11291	3414	1812000.0	101589.6745990988	1913589.6745990987
8465	4429	2312000.0	100159.79435056476	2412159.794350565
7047	4240	2726000.0	100159.79435056476	2826159.794350565
7299	4752	2910000.0	101513.16315966105	3011513.163159661
