Time;DeviceId;PosX;PosY;Direction;Speed;SourceAp;DistanceToSourceAp;MigrationTime;ShouldMigrate;NextServerCloudlet;NextAp;Reason;LocalCloudlet;DistanceToLocalCloudlet;ClosestCloudlet;DistanceToClosestCloudlet;IsMigPoint;IsMigZone
23000.0;1;5781;5705;1;0;AccessPoint52;578.0882285603124;100533.84958393191;false;None;None;Migration rejected by API;ServerCloudlet52;578.0882285603124;ServerCloudlet64;962.5393498449816;false;true
24000.0;1;5782;5705;1;2;AccessPoint52;578.8583591864248;100533.85035406254;false;None;None;Migration rejected by API;ServerCloudlet52;578.8583591864248;ServerCloudlet64;961.6158276567623;false;true
25000.0;1;5786;5705;1;4;AccessPoint52;581.9458737717796;100533.85344157711;false;None;None;Migration rejected by API;ServerCloudlet52;581.9458737717796;ServerCloudlet64;957.9232745893587;false;true
26000.0;1;5791;5705;1;6;AccessPoint52;585.8207917102294;100533.85731649505;false;None;None;Migration rejected by API;ServerCloudlet52;585.8207917102294;ServerCloudlet64;953.3110720011596;false;true
27000.0;1;5798;5706;1;8;AccessPoint52;591.8986399714059;100533.86339434332;false;None;None;Migration rejected by API;ServerCloudlet52;591.8986399714059;ServerCloudlet64;947.2507587750986;false;true
28000.0;1;5807;5707;1;9;AccessPoint52;599.5681779414248;100533.87106388129;false;None;None;Migration rejected by API;ServerCloudlet52;599.5681779414248;ServerCloudlet64;939.3668080148457;false;true
29000.0;1;5818;5707;1;11;AccessPoint52;608.2474825266439;100533.87974318587;false;None;None;Migration rejected by API;ServerCloudlet52;608.2474825266439;ServerCloudlet64;929.2712198276669;false;true
30000.0;1;5831;5708;1;13;AccessPoint52;619.2002906976062;100533.89069599405;false;None;None;Migration rejected by API;ServerCloudlet52;619.2002906976062;ServerCloudlet64;917.7717581185423;false;true
31000.0;1;5843;5709;1;10;AccessPoint52;629.4267232966837;100533.90092242665;false;None;None;Migration rejected by API;ServerCloudlet52;629.4267232966837;ServerCloudlet64;907.2254405603935;false;true
32000.0;1;5852;5710;1;7;AccessPoint52;637.2848656605615;100533.908780569;false;None;None;Migration rejected by API;ServerCloudlet52;637.2848656605615;ServerCloudlet64;899.4442728707544;false;true
33000.0;1;5857;5711;1;4;AccessPoint52;641.9236714750439;100533.91341937482;false;None;None;Migration rejected by API;ServerCloudlet52;641.9236714750439;ServerCloudlet64;895.3178206648184;false;true
34000.0;1;5861;5711;1;2;AccessPoint52;645.174395028197;100533.91667009838;false;None;None;Migration rejected by API;ServerCloudlet52;645.174395028197;ServerCloudlet64;891.6871648734212;false;true
35000.0;1;5861;5711;1;0;AccessPoint52;645.174395028197;100533.91667009838;false;None;None;Migration rejected by API;ServerCloudlet52;645.174395028197;ServerCloudlet64;891.6871648734212;false;true
36000.0;1;5861;5711;1;0;AccessPoint52;645.174395028197;100533.91667009838;false;None;None;Migration rejected by API;ServerCloudlet52;645.174395028197;ServerCloudlet64;891.6871648734212;false;true
37000.0;1;5861;5711;1;0;AccessPoint52;645.174395028197;100533.91667009838;false;None;None;Migration rejected by API;ServerCloudlet52;645.174395028197;ServerCloudlet64;891.6871648734212;false;true
38000.0;1;5861;5711;1;0;AccessPoint52;645.174395028197;100533.91667009838;false;None;None;Migration rejected by API;ServerCloudlet52;645.174395028197;ServerCloudlet64;891.6871648734212;false;true
39000.0;1;5861;5711;1;0;AccessPoint52;645.174395028197;100533.91667009838;false;None;None;Migration rejected by API;ServerCloudlet52;645.174395028197;ServerCloudlet64;891.6871648734212;false;true
40000.0;1;5861;5711;1;0;AccessPoint52;645.174395028197;100533.91667009838;false;None;None;Migration rejected by API;ServerCloudlet52;645.174395028197;ServerCloudlet64;891.6871648734212;false;true
41000.0;1;5861;5711;1;0;AccessPoint52;645.174395028197;100533.91667009838;false;None;None;Migration rejected by API;ServerCloudlet52;645.174395028197;ServerCloudlet64;891.6871648734212;false;true
42000.0;1;5861;5711;1;0;AccessPoint52;645.174395028197;100533.91667009838;false;None;None;Migration rejected by API;ServerCloudlet52;645.174395028197;ServerCloudlet64;891.6871648734212;false;true
43000.0;1;5861;5711;1;0;AccessPoint52;645.174395028197;100533.91667009838;false;None;None;Migration rejected by API;ServerCloudlet52;645.174395028197;ServerCloudlet64;891.6871648734212;false;true
