Index;Time;Latency;AppId;SmartThingMyId;ServerCloudletName;PosX;PosY;Direction;Speed;SourceAp
1;3014.9479970104117;14.947997010411655;MyApp_vr_game0;0;ServerCloudlet76;7473;4967;5;0;AccessPoint76
2;3024.9479970104117;14.947997010411655;MyApp_vr_game0;0;ServerCloudlet76;7473;4967;5;0;AccessPoint76
3;3034.9479970104117;14.947997010411655;MyApp_vr_game0;0;ServerCloudlet76;7473;4967;5;0;AccessPoint76
4;3044.9479970104117;14.947997010411655;MyApp_vr_game0;0;ServerCloudlet76;7473;4967;5;0;AccessPoint76
5;3054.9479970104117;14.947997010411655;MyApp_vr_game0;0;ServerCloudlet76;7473;4967;5;0;AccessPoint76
6;3064.9479970104117;14.947997010411655;MyApp_vr_game0;0;ServerCloudlet76;7473;4967;5;0;AccessPoint76
7;3074.9479970104117;14.947997010411655;MyApp_vr_game0;0;ServerCloudlet76;7473;4967;5;0;AccessPoint76
8;3084.9479970104117;14.947997010411655;MyApp_vr_game0;0;ServerCloudlet76;7473;4967;5;0;AccessPoint76
9;3094.9479970104117;14.947997010411655;MyApp_vr_game0;0;ServerCloudlet76;7473;4967;5;0;AccessPoint76
10;3104.9479970104117;14.947997010411655;MyApp_vr_game0;0;ServerCloudlet76;7473;4967;5;0;AccessPoint76
11;3114.9479970104117;14.947997010411655;MyApp_vr_game0;0;ServerCloudlet76;7473;4967;5;0;AccessPoint76
12;3124.9479970104117;14.947997010411655;MyApp_vr_game0;0;ServerCloudlet76;7473;4967;5;0;AccessPoint76
13;3134.9479970104117;14.947997010411655;MyApp_vr_game0;0;ServerCloudlet76;7473;4967;5;0;AccessPoint76
14;3144.9479970104117;14.947997010411655;MyApp_vr_game0;0;ServerCloudlet76;7473;4967;5;0;AccessPoint76
15;3154.9479970104117;14.947997010411655;MyApp_vr_game0;0;ServerCloudlet76;7473;4967;5;0;AccessPoint76
16;3174.9479970104117;14.947997010411655;MyApp_vr_game0;0;ServerCloudlet76;7473;4967;5;0;AccessPoint76
17;3184.9479970104117;14.947997010411655;MyApp_vr_game0;0;ServerCloudlet76;7473;4967;5;0;AccessPoint76
18;3194.9479970104117;14.947997010411655;MyApp_vr_game0;0;ServerCloudlet76;7473;4967;5;0;AccessPoint76
19;3204.9479970104117;14.947997010411655;MyApp_vr_game0;0;ServerCloudlet76;7473;4967;5;0;AccessPoint76
20;3214.9479970104117;14.947997010411655;MyApp_vr_game0;0;ServerCloudlet76;7473;4967;5;0;AccessPoint76
