Time;DeviceId;PosX;PosY;Direction;Speed;SourceAp;DistanceToSourceAp;MigrationTime;ShouldMigrate;NextServerCloudlet;NextAp;Reason;LocalCloudlet;DistanceToLocalCloudlet;ClosestCloudlet;DistanceToClosestCloudlet;IsMigPoint;IsMigZone
41000.0;5;8881;3418;3;0;AccessPoint87;741.5557969566416;0.0;false;None;None;Device is stationary;ServerCloudlet87;741.5557969566416;ServerCloudlet86;878.2647664571316;false;false
42000.0;5;8882;3418;3;2;AccessPoint87;740.9399435851734;99775.83696810047;false;None;None;Outside migration zone or point;ServerCloudlet87;740.9399435851734;ServerCloudlet86;877.7448376379094;false;true
43000.0;5;8885;3416;2;4;AccessPoint87;740.6787427758408;99775.83670689966;false;None;None;Outside migration zone or point;ServerCloudlet87;740.6787427758408;ServerCloudlet86;874.4787018561401;false;false
44000.0;5;8890;3414;2;5;AccessPoint87;739.2212118168688;99775.8352493687;false;None;None;Outside migration zone or point;ServerCloudlet87;739.2212118168688;ServerCloudlet86;870.1838886120565;false;false
45000.0;5;8896;3412;2;7;AccessPoint87;737.2001085187115;99775.8332282654;false;None;None;Outside migration zone or point;ServerCloudlet87;737.2001085187115;ServerCloudlet86;865.3900854527974;false;false
46000.0;5;8904;3408;2;9;AccessPoint87;735.657529017409;99775.8316856859;false;None;None;Outside migration zone or point;ServerCloudlet87;735.657529017409;ServerCloudlet86;857.878779315586;false;false
47000.0;5;8914;3403;2;10;AccessPoint87;733.8780552653145;99775.82990621215;false;None;None;Outside migration zone or point;ServerCloudlet87;733.8780552653145;ServerCloudlet86;848.5287266793034;false;false
48000.0;5;8923;3399;2;10;AccessPoint87;732.0068305692236;99775.82803498745;false;None;None;Outside migration zone or point;ServerCloudlet87;732.0068305692236;ServerCloudlet86;840.5866998709889;false;false
49000.0;5;8933;3394;2;10;AccessPoint87;730.5402110767072;99775.82656836796;false;None;None;Outside migration zone or point;ServerCloudlet87;730.5402110767072;ServerCloudlet86;831.3248462544591;false;false
50000.0;5;8942;3390;2;10;AccessPoint87;728.9444423273972;99775.8249725992;false;None;None;Outside migration zone or point;ServerCloudlet87;728.9444423273972;ServerCloudlet86;823.4682750416072;false;false
51000.0;5;8952;3385;2;10;AccessPoint87;727.7946138849888;99775.82382277076;false;None;None;Outside migration zone or point;ServerCloudlet87;727.7946138849888;ServerCloudlet86;814.3003131523407;false;false
52000.0;5;8961;3380;2;10;AccessPoint87;727.332798655471;99775.82336095555;false;None;None;Outside migration zone or point;ServerCloudlet87;727.332798655471;ServerCloudlet86;805.6506687144249;false;false
53000.0;5;8971;3375;2;10;AccessPoint87;726.5108395612552;99775.82253899645;false;None;None;Outside migration zone or point;ServerCloudlet87;726.5108395612552;ServerCloudlet86;796.5789351972596;false;false
54000.0;5;8980;3370;2;10;AccessPoint87;726.3525314886705;99775.82238068838;false;None;None;Outside migration zone or point;ServerCloudlet87;726.3525314886705;ServerCloudlet86;788.015228279251;false;false
55000.0;5;8989;3365;2;10;AccessPoint87;726.3401407054412;99775.8223682976;false;None;None;Outside migration zone or point;ServerCloudlet87;726.3401407054412;ServerCloudlet86;779.493425244883;false;false
56000.0;5;8999;3360;2;10;AccessPoint87;726.006198320648;99775.82203435521;false;None;None;Outside migration zone or point;ServerCloudlet87;726.006198320648;ServerCloudlet86;770.5744610354018;false;false
57000.0;5;9008;3355;2;9;AccessPoint87;726.2981481457873;99775.82232630503;false;None;None;Outside migration zone or point;ServerCloudlet87;726.2981481457873;ServerCloudlet86;762.147623495606;false;false
58000.0;5;9015;3351;2;6;AccessPoint87;726.7255327838702;99775.82275368967;false;None;None;Outside migration zone or point;ServerCloudlet87;726.7255327838702;ServerCloudlet86;755.5249830415934;false;false
59000.0;5;9020;3349;2;4;AccessPoint87;726.3146700982984;99775.82234282698;false;None;None;Outside migration zone or point;ServerCloudlet87;726.3146700982984;ServerCloudlet86;751.5883181636075;false;false
60000.0;5;9022;3347;2;1;AccessPoint87;727.2420504893814;99775.82327020737;false;None;None;Outside migration zone or point;ServerCloudlet87;727.2420504893814;ServerCloudlet86;748.9305708809062;false;false
61000.0;5;9023;3347;2;0;AccessPoint87;726.8080902136409;99775.82327020737;false;None;None;Device is stationary;ServerCloudlet87;726.8080902136409;ServerCloudlet86;748.5091849803848;false;false
62000.0;5;9023;3347;2;0;AccessPoint87;726.8080902136409;99775.82327020737;false;None;None;Device is stationary;ServerCloudlet87;726.8080902136409;ServerCloudlet86;748.5091849803848;false;false
63000.0;5;9023;3347;2;0;AccessPoint87;726.8080902136409;99775.82327020737;false;None;None;Device is stationary;ServerCloudlet87;726.8080902136409;ServerCloudlet86;748.5091849803848;false;false
64000.0;5;9023;3347;2;0;AccessPoint87;726.8080902136409;99775.82327020737;false;None;None;Device is stationary;ServerCloudlet87;726.8080902136409;ServerCloudlet86;748.5091849803848;false;false
65000.0;5;9023;3347;2;0;AccessPoint87;726.8080902136409;99775.82327020737;false;None;None;Device is stationary;ServerCloudlet87;726.8080902136409;ServerCloudlet86;748.5091849803848;false;false
66000.0;5;9023;3347;2;0;AccessPoint87;726.8080902136409;99775.82327020737;false;None;None;Device is stationary;ServerCloudlet87;726.8080902136409;ServerCloudlet86;748.5091849803848;false;false
67000.0;5;9023;3347;2;0;AccessPoint87;726.8080902136409;99775.82327020737;false;None;None;Device is stationary;ServerCloudlet87;726.8080902136409;ServerCloudlet86;748.5091849803848;false;false
68000.0;5;9023;3347;2;0;AccessPoint87;726.8080902136409;99775.82327020737;false;None;None;Device is stationary;ServerCloudlet87;726.8080902136409;ServerCloudlet86;748.5091849803848;false;false
69000.0;5;9023;3347;2;0;AccessPoint87;726.8080902136409;99775.82327020737;false;None;None;Device is stationary;ServerCloudlet87;726.8080902136409;ServerCloudlet86;748.5091849803848;false;false
70000.0;5;9023;3347;2;0;AccessPoint87;726.8080902136409;99775.82327020737;false;None;None;Device is stationary;ServerCloudlet87;726.8080902136409;ServerCloudlet86;748.5091849803848;false;false
71000.0;5;9023;3347;2;0;AccessPoint87;726.8080902136409;99775.82327020737;false;None;None;Device is stationary;ServerCloudlet87;726.8080902136409;ServerCloudlet86;748.5091849803848;false;false
72000.0;5;9023;3347;2;0;AccessPoint87;726.8080902136409;99775.82327020737;false;None;None;Device is stationary;ServerCloudlet87;726.8080902136409;ServerCloudlet86;748.5091849803848;false;false
73000.0;5;9023;3347;2;0;AccessPoint87;726.8080902136409;99775.82327020737;false;None;None;Device is stationary;ServerCloudlet87;726.8080902136409;ServerCloudlet86;748.5091849803848;false;false
74000.0;5;9023;3347;2;0;AccessPoint87;726.8080902136409;99775.82327020737;false;None;None;Device is stationary;ServerCloudlet87;726.8080902136409;ServerCloudlet86;748.5091849803848;false;false
75000.0;5;9023;3347;2;0;AccessPoint87;726.8080902136409;99775.82327020737;false;None;None;Device is stationary;ServerCloudlet87;726.8080902136409;ServerCloudlet86;748.5091849803848;false;false
76000.0;5;9023;3347;2;0;AccessPoint87;726.8080902136409;99775.82327020737;false;None;None;Device is stationary;ServerCloudlet87;726.8080902136409;ServerCloudlet86;748.5091849803848;false;false
77000.0;5;9023;3347;2;0;AccessPoint87;726.8080902136409;99775.82327020737;false;None;None;Device is stationary;ServerCloudlet87;726.8080902136409;ServerCloudlet86;748.5091849803848;false;false
78000.0;5;9023;3347;2;0;AccessPoint87;726.8080902136409;99775.82327020737;false;None;None;Device is stationary;ServerCloudlet87;726.8080902136409;ServerCloudlet86;748.5091849803848;false;false
79000.0;5;9023;3347;2;0;AccessPoint87;726.8080902136409;99775.82327020737;false;None;None;Device is stationary;ServerCloudlet87;726.8080902136409;ServerCloudlet86;748.5091849803848;false;false
80000.0;5;9023;3347;2;0;AccessPoint87;726.8080902136409;99775.82327020737;false;None;None;Device is stationary;ServerCloudlet87;726.8080902136409;ServerCloudlet86;748.5091849803848;false;false
81000.0;5;9024;3346;2;2;AccessPoint87;727.2771136231361;99775.8233052705;false;None;None;Outside migration zone or point;ServerCloudlet87;727.2771136231361;ServerCloudlet86;747.1813702174326;false;false
82000.0;5;9027;3345;2;4;AccessPoint87;726.8906382668579;99775.82291879515;false;None;None;Outside migration zone or point;ServerCloudlet87;726.8906382668579;ServerCloudlet86;745.0167783345554;false;false
83000.0;5;9032;3342;2;6;AccessPoint87;727.4860823410988;99775.82351423922;false;None;None;Outside migration zone or point;ServerCloudlet87;727.4860823410988;ServerCloudlet86;740.2107807915256;false;false
84000.0;5;9038;3338;2;7;AccessPoint87;728.6261043909969;99775.82465426128;false;None;None;Outside migration zone or point;ServerCloudlet87;728.6261043909969;ServerCloudlet86;734.0980860893181;false;false
85000.0;5;9046;3334;2;9;AccessPoint87;729.0322352269479;99775.8250603921;false;None;None;Outside migration zone or point;ServerCloudlet87;729.0322352269479;ServerCloudlet86;727.2001100109928;false;false
86000.0;5;9055;3329;2;10;AccessPoint87;730.080817444206;99775.82610897433;false;None;None;Outside migration zone or point;ServerCloudlet87;730.080817444206;ServerCloudlet86;719.0340742969;false;false
87000.0;5;9064;3324;2;10;AccessPoint87;731.2728628904536;99775.82730101977;false;None;None;Outside migration zone or point;ServerCloudlet87;731.2728628904536;ServerCloudlet86;710.9233432656436;false;true
88000.0;5;9073;3319;2;10;AccessPoint87;732.6076712675073;99775.82863582815;false;None;None;Outside migration zone or point;ServerCloudlet87;732.6076712675073;ServerCloudlet86;702.8698314766398;false;true
89000.0;5;9083;3314;2;10;AccessPoint87;733.7363286630967;99775.82976448555;false;None;None;Outside migration zone or point;ServerCloudlet87;733.7363286630967;ServerCloudlet86;694.5077393377269;false;true
90000.0;5;9092;3309;2;10;AccessPoint87;735.3672551861416;99775.83139541207;false;None;None;Outside migration zone or point;ServerCloudlet87;735.3672551861416;ServerCloudlet86;686.5835710239504;false;true
91000.0;5;9101;3303;2;10;AccessPoint87;738.0853609170148;99775.8341135178;false;None;None;Outside migration zone or point;ServerCloudlet87;738.0853609170148;ServerCloudlet86;677.786101952526;false;true
92000.0;5;9110;3298;2;10;AccessPoint87;740.0;99775.83602815689;false;None;None;Outside migration zone or point;ServerCloudlet87;740.0;ServerCloudlet86;669.9880595950946;false;true
93000.0;5;9119;3293;2;10;AccessPoint87;742.0525587854273;99775.83808071566;false;None;None;Outside migration zone or point;ServerCloudlet87;742.0525587854273;ServerCloudlet86;662.2582577816603;false;true
94000.0;5;9128;3287;2;10;AccessPoint87;745.2013150820387;99775.84122947196;false;None;None;Outside migration zone or point;ServerCloudlet87;745.2013150820387;ServerCloudlet86;653.6520481112256;false;true
95000.0;5;9137;3282;2;10;AccessPoint87;747.5299325110667;99775.8435580894;false;None;None;Outside migration zone or point;ServerCloudlet87;747.5299325110667;ServerCloudlet86;646.062690456584;false;true
96000.0;5;9146;3276;2;10;AccessPoint87;750.959386385176;99775.84698754326;false;None;None;Outside migration zone or point;ServerCloudlet87;750.959386385176;ServerCloudlet86;637.5954830454808;false;true
97000.0;5;9155;3271;2;10;AccessPoint87;753.5582260184013;99775.8495863829;false;None;None;Outside migration zone or point;ServerCloudlet87;753.5582260184013;ServerCloudlet86;630.1571232637143;false;true
98000.0;5;9164;3265;2;10;AccessPoint87;757.261513613362;99775.8532896705;false;None;None;Outside migration zone or point;ServerCloudlet87;757.261513613362;ServerCloudlet86;621.840011578541;false;true
99000.0;5;9173;3260;2;10;AccessPoint87;760.1243319352434;99775.85615248882;false;None;None;Outside migration zone or point;ServerCloudlet87;760.1243319352434;ServerCloudlet86;614.5640731445338;false;true
100000.0;5;9183;3254;2;10;AccessPoint87;763.8906989877544;99775.85991885587;false;None;None;Outside migration zone or point;ServerCloudlet87;763.8906989877544;ServerCloudlet86;606.1526210452282;false;true
101000.0;5;9192;3249;2;10;AccessPoint87;767.0234676983489;99775.86305162458;false;None;None;Outside migration zone or point;ServerCloudlet87;767.0234676983489;ServerCloudlet86;599.0634357061028;false;true
102000.0;5;9201;3243;2;10;AccessPoint87;771.2651943397939;99775.86729335123;false;None;None;Outside migration zone or point;ServerCloudlet87;771.2651943397939;ServerCloudlet86;591.0955929458449;false;true
103000.0;5;9210;3238;2;10;AccessPoint87;774.6483072982217;99775.87067646418;false;None;None;Outside migration zone or point;ServerCloudlet87;774.6483072982217;ServerCloudlet86;584.1951728660551;false;true
104000.0;5;9219;3232;2;10;AccessPoint87;779.1411938795176;99775.87516935077;false;None;None;Outside migration zone or point;ServerCloudlet87;779.1411938795176;ServerCloudlet86;576.4173834991446;false;true
105000.0;5;9228;3227;2;10;AccessPoint87;782.7675261531996;99775.87879568303;false;None;None;Outside migration zone or point;ServerCloudlet87;782.7675261531996;ServerCloudlet86;569.72010671908;false;true
106000.0;5;9236;3220;2;10;AccessPoint87;788.6241183225377;99775.88465227521;false;None;None;Outside migration zone or point;ServerCloudlet87;788.6241183225377;ServerCloudlet86;561.3448138176748;false;true
107000.0;5;9245;3214;2;10;AccessPoint87;793.4689659967805;99775.88949712289;false;None;None;Outside migration zone or point;ServerCloudlet87;793.4689659967805;ServerCloudlet86;553.8637016450889;false;true
108000.0;5;9253;3208;2;10;AccessPoint87;798.5367868796027;99775.89456494377;false;None;None;Outside migration zone or point;ServerCloudlet87;798.5367868796027;ServerCloudlet86;546.6488818245218;false;true
109000.0;5;9262;3202;2;10;AccessPoint87;803.6018914860766;99775.89963004837;false;None;None;Outside migration zone or point;ServerCloudlet87;803.6018914860766;ServerCloudlet86;539.3811268481685;false;true
110000.0;5;9271;3196;2;10;AccessPoint87;808.7799453497843;99775.90480810223;false;None;None;Outside migration zone or point;ServerCloudlet87;808.7799453497843;ServerCloudlet86;532.2339711066929;false;true
111000.0;5;9279;3190;2;10;AccessPoint87;814.1406512390841;99775.91016880813;false;None;None;Outside migration zone or point;ServerCloudlet87;814.1406512390841;ServerCloudlet86;525.3237097257271;false;true
112000.0;5;9288;3184;2;10;AccessPoint87;819.5266926708367;99775.91555484956;false;None;None;Outside migration zone or point;ServerCloudlet87;819.5266926708367;ServerCloudlet86;518.4168207147603;false;true
113000.0;5;9296;3177;2;10;AccessPoint87;826.068399105062;99775.922096556;false;None;None;Outside migration zone or point;ServerCloudlet87;826.068399105062;ServerCloudlet86;510.72986989209863;false;true
114000.0;5;9305;3171;2;10;AccessPoint87;831.6549765377467;99775.92768313343;false;None;None;Outside migration zone or point;ServerCloudlet87;831.6549765377467;ServerCloudlet86;504.0813426422367;false;true
115000.0;5;9314;3165;2;10;AccessPoint87;837.3440153246454;99775.9333721722;false;None;None;Outside migration zone or point;ServerCloudlet87;837.3440153246454;ServerCloudlet86;497.5791394341206;false;true
116000.0;5;9322;3159;2;10;AccessPoint87;843.1518249995074;99775.93917998188;false;None;None;Outside migration zone or point;ServerCloudlet87;843.1518249995074;ServerCloudlet86;491.2606232948047;false;true
117000.0;5;9331;3153;2;10;AccessPoint87;849.0288569889718;99775.94505701387;false;None;None;Outside migration zone or point;ServerCloudlet87;849.0288569889718;ServerCloudlet86;485.0505128334574;false;true
118000.0;5;9339;3147;2;10;AccessPoint87;855.0005847951217;99775.95102874168;false;None;None;Outside migration zone or point;ServerCloudlet87;855.0005847951217;ServerCloudlet86;479.00104384019875;false;true
119000.0;5;9348;3140;2;10;AccessPoint87;862.0580026889141;99775.95808615958;false;None;None;Outside migration zone or point;ServerCloudlet87;862.0580026889141;ServerCloudlet86;472.10592031873523;false;true
120000.0;5;9357;3134;2;10;AccessPoint87;868.2079244052084;99775.96423608129;false;None;None;Outside migration zone or point;ServerCloudlet87;868.2079244052084;ServerCloudlet86;466.38717821140835;false;true
121000.0;5;9365;3128;2;10;AccessPoint87;874.416948600609;99775.97044510549;false;None;None;Outside migration zone or point;ServerCloudlet87;874.416948600609;ServerCloudlet86;460.79170999487394;false;true
122000.0;5;9374;3122;2;10;AccessPoint87;880.7360558078681;99775.9767642127;false;None;None;Outside migration zone or point;ServerCloudlet87;880.7360558078681;ServerCloudlet86;455.42507616511415;false;true
123000.0;5;9382;3115;2;10;AccessPoint87;888.0906485263765;99775.98411880541;false;None;None;Outside migration zone or point;ServerCloudlet87;888.0906485263765;ServerCloudlet86;449.1603277227409;false;true
124000.0;5;9391;3109;2;10;AccessPoint87;894.571405758087;99775.99059956265;false;None;None;Outside migration zone or point;ServerCloudlet87;894.571405758087;ServerCloudlet86;444.1733895676327;false;true
125000.0;5;9399;3103;2;10;AccessPoint87;901.0671451118391;99775.997095302;false;None;None;Outside migration zone or point;ServerCloudlet87;901.0671451118391;ServerCloudlet86;439.2561894839958;false;true
126000.0;5;9407;3096;2;10;AccessPoint87;908.6236844810948;99776.00465184136;false;None;None;Outside migration zone or point;ServerCloudlet87;908.6236844810948;ServerCloudlet86;433.5262391136204;false;true
127000.0;5;9416;3090;2;10;AccessPoint87;915.3294488871206;99776.01135760578;false;None;None;Outside migration zone or point;ServerCloudlet87;915.3294488871206;ServerCloudlet86;429.14799312125416;false;true
128000.0;5;9424;3083;2;10;AccessPoint87;923.0151678060334;99776.01904332469;false;None;None;Outside migration zone or point;ServerCloudlet87;923.0151678060334;ServerCloudlet86;423.8171775659878;false;true
129000.0;5;9432;3077;2;10;AccessPoint87;929.763948537477;99776.02579210541;false;None;None;Outside migration zone or point;ServerCloudlet87;929.763948537477;ServerCloudlet86;419.66296000481145;false;true
130000.0;5;9441;3070;2;10;AccessPoint87;937.6742504729455;99776.03370240735;false;None;None;Outside migration zone or point;ServerCloudlet87;937.6742504729455;ServerCloudlet86;414.9855419168239;false;true
131000.0;5;9449;3063;2;10;AccessPoint87;945.5379421260683;99776.04156609901;false;None;None;Outside migration zone or point;ServerCloudlet87;945.5379421260683;ServerCloudlet86;410.2998903241384;false;true
132000.0;5;9457;3057;2;10;AccessPoint87;952.4631226457012;99776.04849127954;true;ServerCloudlet86;AccessPoint86;Migration approved;ServerCloudlet87;952.4631226457012;ServerCloudlet86;406.79478856052225;true;true
